Id_Noleggio,Data_Consegna,Data_Ordine,Numero_Giorni,Luogo_Restituzione,Id_Dipendente,N_Id_Veicolo,N_Codice_Fiscale
900493,2022-11-13,2022-11-10,60,Citt,2000099,2HNYD18813H929955,CSYYKE38D68U746H
900494,2022-10-20,2022-10-17,54,Busay,2000115,2HNYD284X7H767364,PZXGEE19W85R063I
900495,2023-01-07,2023-01-05,36,Citt,2000017,2T1BPRHE8EC231105,KAXIBF41S45E960C
900496,2023-01-09,2023-01-07,59,Henanan,2000041,2T1BU4EE7DC772399,ONVKJV29N38D056E
900497,2022-11-11,2022-11-09,24,"Banjar Bongangede",2000130,2T1BURHE6FC671091,MRRQBD39M25T250G
900498,2022-11-16,2022-11-14,55,Guxi,2000034,2T1KE4EE8AC398801,GSNRAL69G95D584U
900499,2022-12-22,2022-12-20,44,Sardasht,2000078,2T2BK1BA1FC595403,BCHQEA99D57R469D
900500,2022-11-04,2022-11-02,33,Rozwadza,2000042,2T2BK1BA9BC159389,KSDJJH71U00Y725P
900501,2023-01-10,2023-01-07,55,Niedzwiedz,2000101,3C3CFFCR3CT171989,LKKMMF59H36K486E
900502,2022-10-21,2022-10-19,46,Brasy,2000150,3C3CFFCRXET920659,XQKLOF03H62I351U
900503,2022-12-16,2022-12-14,60,Yasothon,2000020,3C4PDCEG8CT210203,SGAXVJ37U31W529G
900504,2022-12-01,2022-11-29,30,Tomakivka,2000042,3C4PDCGB9ET715123,SGIJKK86Q13Q093Y
900505,2022-11-23,2022-11-20,26,Dengzhou,2000042,3C6JD6CTXCG509764,XAURFY59M37W995X
900506,2022-10-25,2022-10-22,53,Zhongxing,2000104,3C6JD6DK7CG385569,MQBVSE69G24X064B
900507,2022-12-04,2022-12-03,50,Sardasht,2000032,3C6LD4BT0CG990235,TMKVSM45P14O544K
900508,2022-11-09,2022-11-08,24,Savitaipale,2000132,3C6TD4HT9CG111659,XCWSMO29K71N898E
900509,2022-11-23,2022-11-21,49,Citt,2000033,3C6TD5JT5CG478770,AUDNZH53D26Q374U
900510,2023-01-06,2023-01-04,59,Brasy,2000050,3C6TD5JT7CG289330,AUDNZH53D26Q374U
900511,2022-11-28,2022-11-27,19,Niedzwiedz,2000076,3C6TD5PT7CG006318,TBTJKN77A74W383V
900512,2023-01-03,2023-01-02,47,Taouloukoult,2000155,3CZRE3H33AG472743,PHZXFC59G30G609X
900513,2022-12-19,2022-12-17,40,Floda,2000046,3D4PG6FV1AT098785,UNSGHX85O74C099G
900514,2022-11-03,2022-10-31,24,Tomakivka,2000003,3D73M3CL4BG939956,ULZOOK13E53Z846G
900515,2022-12-04,2022-12-01,60,Riti,2000122,3D73M4CL3AG152856,PJTQVI42U39F924P
900516,2022-10-28,2022-10-25,53,"San Miguel",2000092,3D73M4EL0BG763717,EHFCZR29V05E294F
900517,2022-12-30,2022-12-29,13,Hengjie,2000027,3D73M4EL2BG821617,LKKMMF59H36K486E
900518,2022-12-08,2022-12-06,44,Yashalta,2000165,3D73M4HL7AG466776,FILXNU71F40Y532I
900519,2023-01-09,2023-01-06,20,"San Miguel",2000007,3D73Y3HLXBG454234,CRIAYT32Y63Y307L
900520,2022-11-14,2022-11-13,38,Kapinango,2000156,3D73Y4CL5BG082167,NKZHSJ02P02N018O
900521,2022-12-24,2022-12-21,18,Koupla,2000092,3D7LP2ET7AG219094,QDHHHI76T56Y626S
900522,2022-11-25,2022-11-22,18,Fundong,2000034,3D7TP2CT7BG106797,VUXPQA60J61Z542J
900523,2022-11-04,2022-11-01,59,Taouloukoult,2000075,3D7TT2CT6AG387839,TMFZGP00H76G207L
900524,2022-10-27,2022-10-25,42,Nyakhachava,2000027,3D7TT2CT9BG936693,MGYFKW26U26W818G
900525,2022-10-29,2022-10-26,49,Riti,2000164,3FA6P0D98DR094929,RNOKRN43U30X018N
900526,2023-01-04,2023-01-02,48,"Banjar Bongangede",2000037,3FA6P0LU0FR138351,TIXXUP92K11F878S
900527,2022-12-09,2022-12-06,44,Leubatang,2000160,3FA6P0LU4DR659523,TBEBAP55P08P773A
900528,2022-10-25,2022-10-23,55,Rentian,2000019,3FADP4AJ7EM395235,HNIKRQ55V95I176E
900529,2022-11-13,2022-11-12,49,Niedzwiedz,2000070,3FAHP0KC1AR422971,NGXVWJ83M26A237B
900530,2022-12-23,2022-12-20,59,Reforma,2000083,3GYFK66N55G408016,BJIAAD00I89R750C
900531,2022-11-25,2022-11-22,38,Xinzhou,2000136,3GYFNDEY5BS683238,LKKMMF59H36K486E
900532,2022-11-24,2022-11-21,27,Niedzwiedz,2000043,3GYT4NEF7BG203259,XXWKAS57J16D953M
900533,2022-11-17,2022-11-14,50,"Curahkalak Tengah",2000009,3GYVKNEF5AG473913,FZYAOX04T15C227A
900534,2022-10-31,2022-10-29,19,Guxi,2000142,3N1AB7AP6FL280475,QSWUSY71S05C168H
900535,2022-11-29,2022-11-27,23,"Al Fashn",2000120,3N1AB7AP8FL626848,JQJNZR80E43T845L
900536,2022-12-19,2022-12-17,22,Terangun,2000016,3N1CE2CP2EL723347,PFOKFX12I37K046N
900537,2022-10-20,2022-10-19,53,Rozwadza,2000034,3TMJU4GN6AM307284,MGYFKW26U26W818G
900538,2022-11-09,2022-11-06,12,Riti,2000106,3VW117AU0FM336522,BWLFES44M80C407K
900539,2022-10-23,2022-10-22,31,Yajiang,2000055,3VW1K7AJ2FM012457,ENEGRD73I87H140X
900540,2022-10-30,2022-10-27,37,Donglai,2000172,3VW1K7AJ3DM433732,JXJDGT67V10U184X
900541,2022-11-15,2022-11-12,40,"Ponte Nova",2000145,3VW467ATXCM439657,HYEVIR65R13R863T
900542,2022-11-08,2022-11-07,36,Hengjie,2000028,3VW4S7AT0EM013779,IDNEDA42K99Z105D
900543,2022-10-19,2022-10-16,17,Tomakivka,2000005,3VW517AT5FM087918,LPXVQB71D50J378L
900544,2022-12-09,2022-12-06,57,Bors,2000157,3VWJP7AT8CM628047,GRKZME57G97Z477W
900545,2022-12-17,2022-12-15,21,Xinzhou,2000044,3VWJP7ATXCM504314,YOWUFT62K58K374L
900546,2022-12-08,2022-12-05,48,Koupla,2000038,3VWKX7AJ1CM890916,QGVZVJ67E81R347X
900547,2022-12-26,2022-12-24,40,Riti,2000146,3VWKX7AJ7CM966509,TAJZDS37Y76W010G
900548,2022-11-04,2022-11-02,40,"Black River",2000004,3VWKZ8AJ4BM690725,ZQBZBE99H04M220C
900549,2022-12-31,2022-12-30,14,Hengjie,2000171,4A31K5DFXAE518483,RDEBGZ87Q16Y538B
900550,2022-12-22,2022-12-19,20,Dengzhou,2000158,4JGDF2EE7EA427236,SYQFES47S49E221E
900551,2022-11-27,2022-11-26,12,Creil,2000049,4JGDF2EE9DA361030,COYIRX31P49G975F
900552,2022-12-14,2022-12-12,18,Citt,2000077,4T1BD1FK9EU623642,GRKZME57G97Z477W
900553,2022-12-06,2022-12-04,54,Kapinango,2000154,4T1BK1EB1FU619660,MAMNDW82M71Z785X
900554,2022-10-27,2022-10-24,52,Zhongxing,2000123,4T1BK3DB7AU132257,UWTSXM29L21A132Y
900555,2022-12-04,2022-12-01,20,"Black River",2000179,4T1BK3DBXAU369213,BGQMOS11P86Q149K
900556,2023-01-07,2023-01-06,49,Rozwadza,2000050,4USBU33508L223116,GGTOVX43I69Q115P
900557,2022-12-05,2022-12-04,53,Riti,2000025,4USBU33558L960439,MQOITN77R10W569M
900558,2022-10-31,2022-10-29,29,Riti,2000062,4USCN33412L473206,JOKOST95I95X208Q
900559,2022-12-29,2022-12-27,47,Tomakivka,2000125,4USCN33472L268523,BLVFUF67U35U133Q
900560,2022-11-07,2022-11-04,28,Yajiang,2000086,5FRYD3H46EB647560,JXJDGT67V10U184X
900561,2022-12-08,2022-12-07,13,Bors,2000018,5FRYD3H69EB485733,VEQHRA46A40O587I
900562,2022-11-08,2022-11-07,14,Kapinango,2000125,5FRYD3H95GB352450,WTYTET78D52E919H
900563,2022-10-21,2022-10-18,16,Hengjie,2000137,5GADT13S952457138,RTXMLP84W56D464V
900564,2022-11-13,2022-11-10,57,Yasothon,2000160,5GADV23W87D438509,EHFCZR29V05E294F
900565,2022-12-06,2022-12-03,33,Rozwadza,2000043,5GAER13708J558304,SSNURZ92T99H278W
900566,2023-01-05,2023-01-04,21,Reforma,2000091,5GAER13D49J593435,MAMNDW82M71Z785X
900567,2022-12-10,2022-12-07,32,Yasothon,2000002,5GAEV13D19J383628,FWVOJZ20U92W055X
900568,2022-12-18,2022-12-17,40,Rentian,2000035,5GAKRBED1CJ215313,WTYTET78D52E919H
900569,2022-12-14,2022-12-12,14,Sardasht,2000069,5GAKRCKD5EJ416242,XALXDU25D36T806S
900570,2022-12-18,2022-12-17,35,Xinzhou,2000025,5J6TF2H54EL172149,VCTACE56Y22B363A
900571,2023-01-05,2023-01-03,14,Kapinango,2000178,5J6TF2H55DL167282,UMOFLD97Z40G646N
900572,2023-01-01,2022-12-31,36,Hengjie,2000073,5J6TF2H55DL704250,KJALBE02P35I118P
900573,2022-10-30,2022-10-28,14,Kelasuri,2000075,5J6TF2H58FL993885,DCMJRR90M88C198Y
900574,2023-01-11,2023-01-10,54,Kti,2000139,5J8TB18547A036289,XUAPTR00W41V274B
900575,2022-12-16,2022-12-15,33,Lhoknga,2000160,5J8TB1H51CA643955,ASARGF63Q01H540M
900576,2022-12-20,2022-12-17,26,Sardasht,2000095,5J8TB3H3XEL560929,NGXVWJ83M26A237B
900577,2023-01-13,2023-01-11,44,"Zgornje Pirnice",2000069,5LMJJ2H51DE111459,CRHCTO21J03R505S
900578,2023-01-05,2023-01-04,38,Guxi,2000022,5LMJJ2H56CE707276,SUSVGO64J87A639T
900579,2022-12-26,2022-12-23,41,Lhoknga,2000012,5N1AA0NC5CN415127,JLUVDA46I64N566F
900580,2022-11-17,2022-11-16,49,Leubatang,2000023,5N1AA0ND6FN478489,VHXZZO73T52A529F
900581,2022-12-30,2022-12-28,58,Shardara,2000001,5N1AR1NB3BC494782,BCHQEA99D57R469D
900582,2022-12-25,2022-12-22,16,Houjia,2000160,5N1AT2ML0FC720218,PVWTOM06S63Y755D
900583,2022-11-22,2022-11-21,50,Niedzwiedz,2000179,5N1AT2ML2EC508998,MMXLUZ88S71D170B
900584,2022-12-05,2022-12-03,37,Lhoknga,2000128,5N1AT2ML5FC459989,OIUNUQ80E17J481V
900585,2022-11-11,2022-11-10,15,Chortkiv,2000138,5N1AT2ML6FC006075,ASDSAA65O82W048O
900586,2023-01-03,2023-01-02,54,Shardara,2000017,5N1AT2ML7EC943886,WCVBES61W63P495Q
900587,2022-11-08,2022-11-06,28,"Curahkalak Tengah",2000056,5N1AZ2MH1FN547341,ONVKJV29N38D056E
900588,2022-10-29,2022-10-28,39,Busay,2000128,5N1BA0NC2FN751004,TIXXUP92K11F878S
900589,2023-01-08,2023-01-06,48,Kapinango,2000109,5N1BA0NCXFN426715,AUDNZH53D26Q374U
900590,2022-11-01,2022-10-29,47,Koupla,2000102,5NPDH4AE3BH883142,TKLIFJ20R39A850O
900591,2022-10-20,2022-10-17,26,"Banjar Bongangede",2000055,5NPE24AF4FH112192,GFGGEZ04H97E234R
900592,2022-10-18,2022-10-16,54,Brasy,2000012,5NPEB4AC8CH866634,UKCJHL22E79A559M
900593,2023-01-03,2022-12-31,59,Citt,2000161,5TDBCRFH1FS298887,ZGGSBO79K14D452O
900594,2022-12-08,2022-12-06,17,Kti,2000168,5TDDK3DC5DS703940,YIWLON15J07F038U
900595,2023-01-10,2023-01-08,30,Guxi,2000159,5TDDK3DCXBS594940,BKYKNJ91X85R587T
900596,2022-12-20,2022-12-19,20,Bors,2000151,5TFAW5F11EX037248,TAJZDS37Y76W010G
900597,2022-11-29,2022-11-28,48,Henanan,2000066,5UXFA53573L424692,NUXFNE88B80P060K
900598,2022-10-24,2022-10-22,57,Hengjie,2000049,5UXFA93536L705481,EHFCZR29V05E294F
900599,2022-12-17,2022-12-16,11,"San Miguel",2000007,5UXFE43599L176114,LWHQLJ48J26E443F
900600,2022-11-24,2022-11-23,44,Rentian,2000078,5UXFE83508L419749,JOKOST95I95X208Q
900601,2022-11-24,2022-11-21,40,Savitaipale,2000163,5UXFG8C51BL167768,RNCVFW69M72H227R
900602,2022-10-21,2022-10-20,15,"Black River",2000071,5UXZW0C53CL218397,IUAUCC59K14V403A
900603,2023-01-12,2023-01-11,50,Henanan,2000136,5XYKT3A67EG671235,UMOFLD97Z40G646N
900604,2022-12-07,2022-12-04,36,Lhoknga,2000171,5XYKT3A67FG552134,LHSULI77T62O389B
900605,2023-01-04,2023-01-03,12,Rentian,2000046,5YMGY0C55AL457005,EHFCZR29V05E294F
900606,2022-12-23,2022-12-20,42,"Banjar Bongangede",2000110,5YMGZ0C54E0628752,LPXVQB71D50J378L
900607,2022-11-04,2022-11-02,11,Lhoknga,2000052,JA32X8HW2AU877237,OIMLAU06U16T552F
900608,2022-12-18,2022-12-15,17,Taouloukoult,2000134,JA4AP3AU2BZ448381,NZKDTB88N83Q628F
900609,2023-01-11,2023-01-08,10,Nyakhachava,2000065,JH4CU2F65DC462968,UBKTSH57H33Z544W
900610,2023-01-04,2023-01-01,19,Shardara,2000048,JH4DC43691S894343,EHFCZR29V05E294F
900611,2022-10-27,2022-10-24,23,Niedzwiedz,2000145,JH4DC54873S642535,NTSZUG77F81W172E
900612,2022-10-18,2022-10-16,28,Zhongxing,2000065,JH4KB16648C541498,HYGYDE43Y42E709K
900613,2022-10-20,2022-10-17,21,Tomakivka,2000062,JH4NA12693T113974,LKSOAQ00H76A420L
900614,2022-10-18,2022-10-15,30,Guxi,2000098,JHMFA3F29BS815563,KNQBZU56W79E359J
900615,2022-12-06,2022-12-05,23,Jumpangdua,2000023,JHMGE8G3XDC930747,CAQAWO75M36T173Q
900616,2022-10-30,2022-10-29,27,Guxi,2000076,JHMZE2H34DS250496,GZEHLR76D39C543A
900617,2022-11-27,2022-11-25,51,Brasy,2000084,JHMZF1C60CS018825,NRTUXV39A89B356W
900618,2022-12-10,2022-12-08,54,Riti,2000084,JM1DE1KY2C0880635,MQRHFW38P55L584M
900619,2022-11-24,2022-11-23,37,Tomakivka,2000086,JM1NC2EF1A0609895,NUOJUU31A45U320R
900620,2022-12-29,2022-12-26,39,"Black River",2000033,JM1NC2LF2E0871398,OBMZOY88C44Z114M
900621,2023-01-12,2023-01-10,27,Kapinango,2000124,JM1NC2LF5F0827929,TMKVSM45P14O544K
900622,2022-10-31,2022-10-30,17,Reforma,2000027,JM1NC2PF9F0554861,LXRAQZ48V67E614N
900623,2022-11-10,2022-11-08,39,Kti,2000086,JN1AJ0HP7BM077532,ZUAHGT40I70M001N
900624,2022-12-18,2022-12-16,42,Shardara,2000170,JN1AV7AR7FM259942,MMXLUZ88S71D170B
900625,2022-11-26,2022-11-24,12,Busay,2000047,JN1AZ4EH6BM720255,TMKVSM45P14O544K
900626,2022-12-13,2022-12-12,21,Niedzwiedz,2000080,JN1AZ4EH7DM369584,TZDZUO48N96A083Y
900627,2023-01-01,2022-12-31,29,"Curahkalak Tengah",2000110,JN1BJ0HP9DM689111,VHXZZO73T52A529F
900628,2022-12-20,2022-12-18,20,Jumpangdua,2000017,JN1CV6AP9AM414081,XXWKAS57J16D953M
900629,2022-10-29,2022-10-26,18,Yashalta,2000092,JN1CV6EKXDM488287,CIZGWH45Q71V543Z
900630,2022-12-17,2022-12-16,52,Shardara,2000017,JN1CV6FE2CM267550,LZYZFZ86Q98M893U
900631,2022-11-10,2022-11-09,25,Sardasht,2000043,JN1CV6FEXDM156536,TVGKHY74T19H161L
900632,2022-12-31,2022-12-30,15,Shumyachi,2000013,JN8AE2KP8D9497932,MCIUZQ98N67S561P
900633,2022-10-24,2022-10-22,56,Riti,2000133,JN8AE2KP9D9424794,KYDNFZ29V38P640C
900634,2022-10-28,2022-10-26,19,Busay,2000035,JN8AF5MR9DT106240,UWTSXM29L21A132Y
900635,2022-11-05,2022-11-04,44,Mojokerto,2000021,JN8AS5MT0BW769666,MBIOWU23F78K866P
900636,2022-11-06,2022-11-04,29,Rozwadza,2000030,JN8AZ1MU6AW679482,NYRFJW88R21G018A
900637,2022-11-05,2022-11-03,39,Guxi,2000047,JN8AZ1MU7CW985285,ELNUNK04G89J271U
900638,2022-11-22,2022-11-21,21,Pyatovskiy,2000071,JN8AZ2KR7AT284894,NYRFJW88R21G018A
900639,2022-11-24,2022-11-23,27,Koupla,2000150,JN8AZ2KR8DT549925,HKGSWS83V01P425N
900640,2022-11-27,2022-11-24,56,Creil,2000025,JN8AZ2NC9D9928128,GWSWCE20P38A006U
900641,2022-12-30,2022-12-28,41,Hengjie,2000118,JN8CS1MW3FM974900,HOBWBO65C48D721M
900642,2023-01-13,2023-01-10,50,Rozwadza,2000034,JTDBT4K39B1888419,QNNWOP03R38H444V
900643,2022-11-15,2022-11-12,33,Houjia,2000095,JTDKDTB30C1082395,ELNUNK04G89J271U
900644,2022-12-31,2022-12-30,58,"Montes Claros",2000074,JTDKDTB38D1464577,ULZOOK13E53Z846G
900645,2022-12-29,2022-12-27,52,Tomakivka,2000016,JTDKTUD34DD401173,MLGKBD08Z35O848F
900646,2022-12-29,2022-12-27,60,Rozwadza,2000091,JTDZN3EU8D3697377,XRWMMI72M55K352Q
900647,2022-11-13,2022-11-10,59,Xinzhou,2000176,JTEBU5JR1D5178737,SGIJKK86Q13Q093Y
900648,2022-12-03,2022-11-30,12,Tomakivka,2000038,JTEBU5JR9A5647682,KNQBZU56W79E359J
900649,2022-12-02,2022-11-30,24,Rentian,2000074,JTHBB1BA8B2995079,LZYZFZ86Q98M893U
900650,2022-11-05,2022-11-03,19,Kapinango,2000146,JTHBL5EF0F1441378,BCHQEA99D57R469D
900651,2022-10-23,2022-10-22,41,Taouloukoult,2000137,JTHDU1EF5B5811726,VFLJCM21O76Y799O
900652,2022-11-19,2022-11-16,28,Creil,2000048,JTHHE5BC2F5277462,NRTUXV39A89B356W
900653,2022-11-07,2022-11-05,55,Bors,2000137,JTJBM7FX5A5317462,BQPXMW91K40Z655X
900654,2022-12-25,2022-12-23,18,Jumpangdua,2000071,JTJBM7FX6A5093196,BJIAAD00I89R750C
900655,2022-11-08,2022-11-06,27,Sardasht,2000001,JTJHY7AX3F4915455,PTVOLQ81R63Q868U
900656,2022-11-12,2022-11-09,20,Taouloukoult,2000026,JTMHY7AJ7E4951159,NNASML76Q64W590P
900657,2023-01-01,2022-12-30,45,Floda,2000149,KM8JT3AB0BU423472,RNOKRN43U30X018N
900658,2022-11-26,2022-11-23,32,Lhoknga,2000116,KM8NU4CC7AU777059,CSYYKE38D68U746H
900659,2022-12-29,2022-12-27,30,Niedzwiedz,2000061,KMHCT4AE3EU378878,GSNRAL69G95D584U
900660,2023-01-12,2023-01-09,14,Jumpangdua,2000096,KMHCT4AE5EU533009,HTTUBV34H99Z729I
900661,2023-01-05,2023-01-03,36,Bors,2000087,KMHGH4JH6DU232065,RCKEZK69Q49V464N
900662,2022-10-23,2022-10-21,20,Guxi,2000083,KMHGN4JE8FU124340,BGQMOS11P86Q149K
900663,2022-11-06,2022-11-05,53,Terangun,2000060,KMHHT6KD6CU250249,PXHVMC72N67J929R
900664,2022-11-01,2022-10-29,54,Xinzhou,2000024,KMHHT6KJXFU851254,GHLCUT76D05E327U
900665,2023-01-09,2023-01-07,41,Houjia,2000020,KMHHU6KJ3FU980885,ACKAOT28C54B747N
900666,2023-01-04,2023-01-02,22,Kelasuri,2000128,KNADH5A33A6145898,FCQEBD85K57Y491T
900667,2022-11-12,2022-11-09,52,Donglai,2000158,KNADM4A36D6462178,KKJDCG64V27L600K
900668,2022-11-18,2022-11-17,42,"Black River",2000054,KNAFT4A27D5359747,UNDOAO64D63B838T
900669,2023-01-05,2023-01-02,47,"Zgornje Pirnice",2000037,KNAFU5A2XC5491001,ADRPMU31S99L692A
900670,2022-12-03,2022-12-02,51,"San Miguel",2000126,KNALU4D47F6851253,RZCUNR76K90W458Y
900671,2022-12-24,2022-12-22,42,Rozwadza,2000025,KNDJT2A59C7353981,PRIUNU55T10P633G
900672,2023-01-07,2023-01-05,40,Tyres,2000150,KNDKG3A28A7688862,NQBBGM31A89H759B
900673,2022-12-09,2022-12-08,34,Rentian,2000177,KNDMB5C18F6305748,NBBTJR38Y98P820S
900674,2022-12-28,2022-12-27,26,Koupla,2000058,NM0KS7AN2AT885403,ENEGRD73I87H140X
900675,2023-01-06,2023-01-05,49,Niedzwiedz,2000014,NM0KS9AN4AT130605,VOVBZB27E27D650G
900676,2022-11-23,2022-11-21,13,"Al Fashn",2000079,SAJWA0FB1BL879060,IRJGGA40T64O781I
900677,2022-12-22,2022-12-21,16,Yajiang,2000155,SAJWA2GZXE8390977,SGAXVJ37U31W529G
900678,2022-10-29,2022-10-27,11,Mojokerto,2000147,SAJWA4FC3EM447729,TZDZUO48N96A083Y
900679,2022-12-11,2022-12-10,29,Busay,2000010,SALAB2D49AA442979,LPXVQB71D50J378L
900680,2022-12-30,2022-12-28,53,Taouloukoult,2000098,SALAC2D49AA984242,ENEGRD73I87H140X
900681,2022-11-14,2022-11-13,34,Pyatovskiy,2000109,SALAF2D43AA789776,SZNRQO74E09U002G
900682,2023-01-14,2023-01-13,54,Ambarawa,2000130,SALAK2V67FA697086,SGAXVJ37U31W529G
900683,2022-10-25,2022-10-24,37,Guxi,2000019,SALCP2BGXFH587499,NGXVWJ83M26A237B
900684,2022-11-22,2022-11-21,49,Donglai,2000056,SALSF2D47CA087130,OBMZOY88C44Z114M
900685,2023-01-17,2023-01-14,35,Rentian,2000083,SALVP2BG8EH970087,BCHQEA99D57R469D
900686,2022-12-19,2022-12-16,47,Yashalta,2000138,SCBCR73W69C050850,MQOITN77R10W569M
900687,2022-10-27,2022-10-24,55,Kelasuri,2000126,SCBCU8ZA5AC709327,BQGJKI11N91J623D
900688,2022-12-08,2022-12-07,51,Niedzwiedz,2000054,SCBGU3ZA7EC845601,FILXNU71F40Y532I
900689,2022-12-31,2022-12-28,22,Niedzwiedz,2000040,SCFAB01E19G780458,SMCGRU10E98T436X
900690,2022-12-04,2022-12-01,28,Rozwadza,2000112,SCFAB01E29G474269,FZYAOX04T15C227A
900691,2022-11-19,2022-11-18,23,Brasy,2000069,SCFAD01A85G194003,SZEDZP56T60P822U
900692,2022-12-25,2022-12-23,41,Leubatang,2000110,SCFEBBBC7AG330408,ICXBOO62C46X083E
900693,2022-12-25,2022-12-22,29,Chortkiv,2000056,SCFEBBBK7DG301728,HKGSWS83V01P425N
900694,2022-10-29,2022-10-26,43,Shumyachi,2000007,SCFFDECN5CG652807,MCIUZQ98N67S561P
900695,2022-10-25,2022-10-22,51,Tomakivka,2000112,TRUVD38J791029324,BWLFES44M80C407K
900696,2022-12-16,2022-12-15,12,Tyres,2000163,VNKJTUD36FA976916,HHBEPI57O65K856C
900697,2022-12-25,2022-12-23,55,Reforma,2000143,W06VR54R81R329304,MBIOWU23F78K866P
900698,2022-12-21,2022-12-18,46,Yashalta,2000001,WA1AV74L79D344797,IYHSYU20Q02A647R
900699,2022-12-07,2022-12-04,13,Hengjie,2000108,WA1BY74LX9D514341,LPXVQB71D50J378L
900700,2022-10-19,2022-10-17,20,Kti,2000085,WA1CKBFP2AA964483,GWSWCE20P38A006U
900701,2022-11-25,2022-11-22,30,Rentian,2000098,WA1DGAFE2CD836339,YDJMLY03L31O248W
900702,2022-11-07,2022-11-04,39,Xinzhou,2000082,WA1LFAFP0BA906565,LPWMRY69X73W341C
900703,2023-01-06,2023-01-03,15,Kti,2000148,WA1LFBFP5CA749641,EBIHQX29V65J947C
900704,2023-01-02,2023-01-01,53,Citt,2000020,WA1LGBFE1DD537735,OLCDAV80O46K162E
900705,2022-11-10,2022-11-08,18,Tyres,2000019,WA1LGBFE2FD656994,CIEFDT13N50B891C
900706,2022-12-15,2022-12-14,10,Kti,2000081,WA1VGBFP7EA096707,XCWSMO29K71N898E
900707,2022-12-24,2022-12-22,21,Xinzhou,2000068,WA1VMAFE3ED162735,LJGWVZ25B16G064R
900708,2022-10-31,2022-10-28,47,Fundong,2000030,WA1WGAFP9EA953995,AQSQOK88B98U130Z
900709,2023-01-13,2023-01-10,47,Zhongxing,2000073,WA1WYAFE2AD335115,VQPIKP86D50W608G
900710,2022-11-27,2022-11-24,59,Rentian,2000083,WAUAFAFHXDN375888,YWMBEH67B00Q536D
900711,2022-12-17,2022-12-16,46,Yasothon,2000162,WAUAH94F57N458031,LSFPBQ10U09G931S
900712,2022-11-23,2022-11-20,11,Savitaipale,2000131,WAUBH78EX6A731061,HHTIBF31E44D146I
900713,2022-12-24,2022-12-23,46,Creil,2000086,WAUCVAFR7CA673244,GAMPWW61E97D984V
900714,2022-12-24,2022-12-23,33,Creil,2000133,WAUDF58E15A441812,BWLYKL04V01P581D
900715,2022-10-16,2022-10-15,17,Pyatovskiy,2000090,WAUDF78E45A725821,EBIHQX29V65J947C
900716,2022-10-18,2022-10-15,37,Reforma,2000101,WAUDF98EX6A675780,EBOLCV84Q24N774C
900717,2023-01-06,2023-01-04,18,Taouloukoult,2000179,WAUDFAFL8EN085538,HTTUBV34H99Z729I
900718,2022-11-18,2022-11-15,58,Yajiang,2000175,WAUDH78E46A255317,KGWCCR64N20M371K
900719,2022-10-27,2022-10-24,58,Terangun,2000082,WAUDH78E58A934421,FZYAOX04T15C227A
900720,2023-01-12,2023-01-10,11,Taouloukoult,2000121,WAUDH78EX8A902886,VXLGLW19Y11S203F
900721,2022-12-06,2022-12-04,45,Kapinango,2000065,WAUDN74F28N739991,NYRFJW88R21G018A
900722,2022-11-27,2022-11-26,47,Yajiang,2000154,WAUDV94F59N212248,VGUCWL54F08D921S
900723,2022-12-02,2022-11-29,49,Lhoknga,2000087,WAUEFAFL7DA023140,PQDADB31C43A759F
900724,2022-12-13,2022-12-11,45,Lhoknga,2000002,WAUEFAFLXFN892908,MMXLUZ88S71D170B
900725,2023-01-07,2023-01-04,31,Bors,2000152,WAUEFBFL3BN784565,GRKZME57G97Z477W
900726,2022-11-03,2022-11-01,29,Rozwadza,2000131,WAUEH64B31N509837,XFHSMU31T62I522J
900727,2022-12-13,2022-12-11,22,Pyatovskiy,2000065,WAUEH74F47N363370,QLHLJR90I91Y802G
900728,2022-12-25,2022-12-22,23,Nyakhachava,2000088,WAUEH78E46A006634,ZUAHGT40I70M001N
900729,2022-11-25,2022-11-23,25,Hengjie,2000031,WAUEH78E47A360591,JTULLO61Y25S823R
900730,2022-11-10,2022-11-07,60,Chortkiv,2000090,WAUFEBFM6BA606544,EAUIWW04C99F792C
900731,2022-11-05,2022-11-02,59,Terangun,2000095,WAUFGBFC0DN937004,DWZGPH36V95T072R
900732,2022-11-18,2022-11-15,21,Koupla,2000131,WAUGL78E98A287792,HKGSWS83V01P425N
900733,2022-11-29,2022-11-26,42,Yasothon,2000123,WAUHF78P68A585889,RARJPS09X74W370I
900734,2022-10-24,2022-10-23,26,Henanan,2000051,WAUHF78P79A919476,FSRJUM14V56U599I
900735,2022-10-30,2022-10-29,56,"Montes Claros",2000111,WAUHF98P08A225495,BICPGB11Q13P628L
900736,2022-12-19,2022-12-18,10,Bors,2000068,WAUHF98P49A956111,XFHSMU31T62I522J
900737,2022-12-27,2022-12-24,22,Jumpangdua,2000015,WAUHF98P69A807652,LRKFPS88X29R793R
900738,2022-10-17,2022-10-15,31,"Montes Claros",2000122,WAUHGBFCXCN694096,CHIDDJ74U01M308F
900739,2022-11-28,2022-11-25,37,Dengzhou,2000058,WAUJC68E32A283941,QNNWOP03R38H444V
900740,2022-11-30,2022-11-27,48,Dengzhou,2000172,WAUJC68E52A518131,EHIYIY02F44R920V
900741,2022-10-25,2022-10-23,39,Busay,2000171,WAUJC68EX3A732369,MRFBHV75F19E331I
